"","Price","Beds","Baths","sq.ft","Floor","Move_in_date","building_id","unit_id","URL","Day_Recorded","Amenity","Apartment.Name","Address","City","Units","Northern_Exposure","Southern_Exposure","Eastern_Exposure","Western_Exposure","Balcony","Walk_In_Closet","Fireplace","City_Skyline","Kitchen_Island","Stainless_Appliances","Renovated","Office_Space","Days_Till_Available","Day_of_the_week_recorded","Unique_ID"
"4122",3895,2,2,1180,14,"2021-07-08","010","14K 
","https://www.equityapartments.com/boston/west-end/emerson-place-apartments","2021-07-08","Eastern Exposure
                        

                            Renovated Vinyl Floors with White Countertops
                        

                            Southern Exposure
                        

                            View of Charles River and Back Bay","Emerson Place Apartments","1 Emerson Place Suite 8N

Boston MA 02114","Boston",444,0,1,1,0,0,0,0,0,0,0,1,0,0,"Friday","01014K
EmersonPlaceApartments"
"4123",4655,2,2,1106,5,"2021-07-11","S","525 
","https://www.equityapartments.com/boston/kendall-square/third-square-apartments","2021-07-08","Unit In Phase 2
                        

                            View - Courtyard
                        

                            Walk-in Closet","
Third Square Apartments","285 Third Street

Cambridge MA 02142","Boston",292,0,0,0,0,0,1,0,0,0,0,0,0,3,"Friday","S525

ThirdSquareApartments"
"4124",4683,2,2,1113,4,"2021-09-03","N","418 
","https://www.equityapartments.com/boston/kendall-square/third-square-apartments","2021-07-08","Floor-to-Ceiling Bay Windows
                        

                            Northern Exposure
                        

                            Unit In Phase 1","
Third Square Apartments","285 Third Street

Cambridge MA 02142","Boston",292,1,0,0,0,0,0,0,0,0,0,0,0,57,"Friday","N418

ThirdSquareApartments"
"4125",4190,2,2,866,7,"2021-08-21","1","711 
","https://www.equityapartments.com/boston/south-end/troy-boston-apartments","2021-07-08","Corner Unit
                        

                            Southern Exposure
                        

                            Tower Apartment
                        

                            View - Pool
                        

                            Western Exposure
                        

                            White Kitchen Finishes
                        

                            WiFi Thermostat","Troy Boston Apartments","55 Traveler St.

Boston MA 02118","Boston",378,0,1,0,1,0,0,0,0,0,0,0,0,44,"Friday","1711
TroyBostonApartments"
"4126",2705,1,1,577,6,"2021-07-08","001","3G 
","https://www.equityapartments.com/boston/central-square/929-mass-apartments","2021-07-08","Northern Exposure
                        

                            Upgraded Kitchen Cabinets
                        

                            Western Exposure","929 Mass Apartments","929 Massachusetts Avenue

Cambridge MA 02139","Boston",127,1,0,0,1,0,0,0,0,0,0,0,0,0,"Friday","0013G
929MassApartments"
"4127",3435,2,1,714,4,"2021-09-08","002","3H 
","https://www.equityapartments.com/boston/central-square/929-mass-apartments","2021-07-08","Hallway Linen Closet
                        

                            Upgraded Kitchen Cabinets
                        

                            Western Exposure","929 Mass Apartments","929 Massachusetts Avenue

Cambridge MA 02139","Boston",127,0,0,0,1,0,0,0,0,0,0,0,0,62,"Friday","0023H
929MassApartments"
"4128",3005,2,2,1150,12,"2021-07-31","00N","1205","https://www.equityapartments.com/greater-boston/malden-center/gateway-at-malden-center-apartments","2021-07-08","Southern Exposure
                        

                            View of Boston Skyline","Gateway at Malden Center Apartments","14 Summer Street

Malden MA 02148","Boston",203,0,1,0,0,0,0,0,0,0,0,0,0,23,"Friday","00N1205GatewayatMaldenCenterApartments"
"4129",2860,1,1,721,3,"2021-09-10","070","312 
","https://www.equityapartments.com/greater-boston/waltham/longview-place-apartments","2021-07-08","Balcony
                        

                            Eastern Exposure
                        

                            Renovated
                        

                            Southern Exposure
                        

                            View - City Skyline","Longview Place Apartments","70 Hope Ave

Waltham MA 02453","Boston",348,0,1,1,0,1,0,0,1,0,0,1,0,64,"Friday","070312
LongviewPlaceApartments"
"4130",3275,2,2,1141,1,"2021-07-08","070","113 
","https://www.equityapartments.com/greater-boston/waltham/longview-place-apartments","2021-07-08","Northern Exposure
                        

                            Renovated
                        

                            Western Exposure","Longview Place Apartments","70 Hope Ave

Waltham MA 02453","Boston",348,1,0,0,1,0,0,0,0,0,0,1,0,0,"Friday","070113
LongviewPlaceApartments"
"4131",1785,0,1,236,2,"2021-07-08","1","214 
","https://www.equityapartments.com/san-francisco-bay/soma/77-bluxome-apartments","2021-07-08","Northern Exposure","77 Bluxome Apartments","77 Bluxome Street

San Francisco CA 94107","San Francisco",102,1,0,0,0,0,0,0,0,0,0,0,0,0,"Friday","1214
77BluxomeApartments"
"4132",1647,0,1,415,5,"2021-07-08","001","5E 
","https://www.equityapartments.com/san-francisco-bay/lower-nob-hill/the-terraces-apartments","2021-07-08","Eastern Exposure
                        

                            Renovated Features Throughout","
The Terraces Apartments","1330 Bush Street

San Francisco CA 94109","San Francisco",117,0,0,1,0,0,0,0,0,0,0,1,0,0,"Friday","0015E

TheTerracesApartments"
"4133",1928,0,1,415,9,"2021-07-08","001","9J 
","https://www.equityapartments.com/san-francisco-bay/lower-nob-hill/the-terraces-apartments","2021-07-08","Renovated Features Throughout
                        

                            View - City Skyline
                        

                            Western Exposure","
The Terraces Apartments","1330 Bush Street

San Francisco CA 94109","San Francisco",117,0,0,0,1,0,0,0,1,0,0,1,0,0,"Friday","0019J

TheTerracesApartments"
"4134",2522,1,1,597,2,"2021-07-08","01","2202","https://www.equityapartments.com/san-francisco-bay/sausalito/summit-at-sausalito-apartments","2021-07-08","End Unit
                        

                            Northern Exposure
                        

                            Renovated","
Summit at Sausalito Apartments","401 Sherwood Dr.

Sausalito CA 94965","San Francisco",198,1,0,0,0,0,0,0,0,0,0,1,0,0,"Friday","012202
SummitatSausalitoApartments"
"4135",3247,2,1,961,1,"2021-07-08","65","214 
","https://www.equityapartments.com/san-francisco-bay/san-mateo/55-west-fifth-apartments","2021-07-08","Air Conditioning
                        

                            Kitchen Appl-Stainless
                        

                            Southern Exposure
                        

                            View - Courtyard
                        

                            Washer/Dryer In Unit
                        

                            Western Exposure","55 West Fifth Apartments","55 West 5th Avenue

San Mateo CA 94402","San Francisco",87,0,1,0,1,0,0,0,0,0,1,0,0,0,"Friday","65214
55WestFifthApartments"
"4136",3273,1,1,713,1,"2021-08-31","07","7128","https://www.equityapartments.com/san-francisco-bay/san-mateo/park-place-at-san-mateo-apartments","2021-07-08","Hard Surface Flooring
                        

                            View - Courtyard
                        

                            Western Exposure","Park Place at San Mateo Apartments","1101 Park Pl.

San Mateo CA 94403","San Francisco",575,0,0,0,1,0,0,0,0,0,0,0,0,54,"Friday","077128ParkPlaceatSanMateoApartments"
"4137",4231,2,2,1066,1,"2021-07-08","06","6127","https://www.equityapartments.com/san-francisco-bay/san-mateo/park-place-at-san-mateo-apartments","2021-07-08","Eastern Exposure
                        

                            Hard Surface Flooring
                        

                            Patio/Balcony-Second","Park Place at San Mateo Apartments","1101 Park Pl.

San Mateo CA 94403","San Francisco",575,0,0,1,0,1,0,0,0,0,0,0,0,0,"Friday","066127ParkPlaceatSanMateoApartments"
"4138",3414,2,2,963,2,"2021-07-08","022","311 
","https://www.equityapartments.com/san-francisco-bay/foster-city/schooner-bay-apartment-homes","2021-07-08","Hard Surface Flooring
                        

                            Kitchen Appl-Stainless
                        

                            Northern Exposure
                        

                            Western Exposure","Schooner Bay Apartment Homes","300 Timberhead Lane

Foster City CA 94404","San Francisco",168,1,0,0,1,0,0,0,0,0,1,0,0,0,"Friday","022311
SchoonerBayApartmentHomes"
"4139",3689,2,2,1108,2,"2021-07-10","011","557 
","https://www.equityapartments.com/san-francisco-bay/foster-city/schooner-bay-apartment-homes","2021-07-08","Kitchen Appl-Stainless
                        

                            Northern Exposure
                        

                            View - Lake","Schooner Bay Apartment Homes","300 Timberhead Lane

Foster City CA 94404","San Francisco",168,1,0,0,0,0,0,0,0,0,1,0,0,2,"Friday","011557
SchoonerBayApartmentHomes"
"4140",2855,1,1,1050,1,"2021-09-14","02","113 
","https://www.equityapartments.com/san-francisco-bay/fremont/archstone-fremont-center-apartments","2021-07-08","Eastern Exposure
                        

                            Kitchen Appl-Stainless
                        

                            Loft-style Bedroom Space
                        

                            Northern Exposure
                        

                            View of Sunol Ridge Mountain
                        

                            Wood Plank Flooring","
Archstone Fremont Center Apartments","39410 Civic Center Dr.

Fremont CA 94538","San Francisco",322,1,0,1,0,0,0,0,0,0,1,0,0,68,"Friday","02113

ArchstoneFremontCenterApartments"
"4141",2933,2,2,1096,1,"2021-07-08","008","106 
","https://www.equityapartments.com/san-francisco-bay/fremont/alborada-apartments","2021-07-08","Hard Surface Flooring","Alborada Apartments","1001 Beethoven Common

Fremont CA 94538","San Francisco",442,0,0,0,0,0,0,0,0,0,0,0,0,0,"Friday","008106
AlboradaApartments"
"4142",3632,3,3,1305,2,"2021-07-22","01","75203","https://www.equityapartments.com/san-francisco-bay/dublin/fountains-at-emerald-park-apartments","2021-07-08","Balcony
                        

                            Carpet throughout Home
                        

                            Extra Storage on Patio
                        

                            Northern Exposure
                        

                            Renovated","
Fountains at Emerald Park Apartments","5095 Haven Pl.

Dublin CA 94568","San Francisco",324,1,0,0,0,1,0,0,0,0,0,1,0,14,"Friday","0175203
FountainsatEmeraldParkApartments"
"4143",2991,2,2,915,2,"2021-07-24","110","223 
","https://www.equityapartments.com/san-francisco-bay/sunnyvale/briarwood-apartments","2021-07-08","End Unit
                        

                            Large Patio","
Briarwood Apartments","180 Pasito Terrace

Sunnyvale CA 94086","San Francisco",192,0,0,0,0,0,0,0,0,0,0,0,0,16,"Friday","110223

BriarwoodApartments"
"4144",3112,2,2.5,1125,2,"2021-07-08","130","420 
","https://www.equityapartments.com/san-francisco-bay/sunnyvale/briarwood-apartments","2021-07-08","End Unit
                        

                            Townhouse
                        

                            View of Courtyard and Lawn Area","
Briarwood Apartments","180 Pasito Terrace

Sunnyvale CA 94086","San Francisco",192,0,0,0,0,0,0,0,0,0,0,0,0,0,"Friday","130420

BriarwoodApartments"
"4145",3060,2,2,1020,1,"2021-08-10","03","33 
","https://www.equityapartments.com/san-francisco-bay/sunnyvale/the-arches-apartments","2021-07-08","Air Conditioning
                        

                            Townhouse
                        

                            Unit In Phase 1
                        

                            W/D Full","The Arches Apartments","1235 Wildwood Ave

Sunnyvale CA 94089","San Francisco",410,0,0,0,0,0,0,0,0,0,0,0,0,33,"Friday","0333
TheArchesApartments"
"4146",2643,1,1,740,5,"2021-07-27","4","4506","https://www.equityapartments.com/san-francisco-bay/north-san-jose/vista-99-apartments","2021-07-08","Northern Exposure
                        

                            View - Pool","Vista 99 Apartments","99 Vista Montana

San Jose CA 95134","San Francisco",554,1,0,0,0,0,0,0,0,0,0,0,0,19,"Friday","44506Vista99Apartments"
"4147",3091,2,2,1072,4,"2021-07-28","4","4409","https://www.equityapartments.com/san-francisco-bay/north-san-jose/vista-99-apartments","2021-07-08","Juliet Balcony
                        

                            Southern Exposure
                        

                            Western Exposure","Vista 99 Apartments","99 Vista Montana

San Jose CA 95134","San Francisco",554,0,1,0,1,1,0,0,0,0,0,0,0,20,"Friday","44409Vista99Apartments"
"4148",3164,2,2,1058,5,"2021-08-04","2","2505","https://www.equityapartments.com/san-francisco-bay/north-san-jose/vista-99-apartments","2021-07-08","Juliet Balcony","Vista 99 Apartments","99 Vista Montana

San Jose CA 95134","San Francisco",554,0,0,0,0,1,0,0,0,0,0,0,0,27,"Friday","22505Vista99Apartments"
"4149",3662,3,2,1312,3,"2021-07-08","3","3330","https://www.equityapartments.com/san-francisco-bay/north-san-jose/vista-99-apartments","2021-07-08","End Unit
                        

                            View - Courtyard","Vista 99 Apartments","99 Vista Montana

San Jose CA 95134","San Francisco",554,0,0,0,0,0,0,0,0,0,0,0,0,0,"Friday","33330Vista99Apartments"
"4150",2104,1,1,544,2,"2021-07-14","00J","J202","https://www.equityapartments.com/san-francisco-bay/milpitas/mill-creek-apartments","2021-07-08","Full Size Washer and Dryer","Mill Creek Apartments","440 Dixon Landing Road

Milpitas CA 95035","San Francisco",160,0,0,0,0,0,0,0,0,0,0,0,0,6,"Friday","00JJ202MillCreekApartments"
"4151",2193,1,1,544,3,"2021-08-05","00G","G308","https://www.equityapartments.com/san-francisco-bay/milpitas/mill-creek-apartments","2021-07-08","Full Size Washer and Dryer
                        

                            View of Creek","Mill Creek Apartments","440 Dixon Landing Road

Milpitas CA 95035","San Francisco",160,0,0,0,0,0,0,0,0,0,0,0,0,28,"Friday","00GG308MillCreekApartments"
"4152",3045,2,2,1063,5,NA,"1","563 
","https://www.equityapartments.com/san-francisco-bay/san-jose/the-lex-apartments","2021-07-08",NA,"The Lex Apartments","5560 Lexington Ave

San Jose CA 95123","San Francisco",387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Friday","1563
TheLexApartments"
"4153",3080,2,2,1063,5,NA,"1","569 
","https://www.equityapartments.com/san-francisco-bay/san-jose/the-lex-apartments","2021-07-08","Patio
                        

                            View - Park","The Lex Apartments","5560 Lexington Ave

San Jose CA 95123","San Francisco",387,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Friday","1569
TheLexApartments"
"4154",1786,0,1,595,2,"2021-07-08","1","221 
","https://www.equityapartments.com/los-angeles/little-tokyo/sakura-crossing-apartments","2021-07-08","Eastern Exposure
                        

                            Sunrise View of San Pedro St","Sakura Crossing Apartments","235 South San Pedro Street

Los Angeles CA 90012","Los Angeles",230,0,0,1,0,0,0,0,0,0,0,0,0,0,"Friday","1221
SakuraCrossingApartments"
"4155",2333,1,1,644,4,"2021-08-05","1","430 
","https://www.equityapartments.com/los-angeles/little-tokyo/sakura-crossing-apartments","2021-07-08","Northern Exposure
                        

                            View of Pool and Courtyard","Sakura Crossing Apartments","235 South San Pedro Street

Los Angeles CA 90012","Los Angeles",230,1,0,0,0,0,0,0,0,0,0,0,0,28,"Friday","1430
SakuraCrossingApartments"
"4156",2964,2,2,1274,1,"2021-08-05","1","120 
","https://www.equityapartments.com/los-angeles/arts-district/artisan-on-2nd-apartments","2021-07-08","Large Ground Floor Patio
                        

                            Southern Exposure
                        

                            View of Zen Garden Courtyard","Artisan on 2nd Apartments","601 E. 2nd Street

Los Angeles CA 90012","Los Angeles",118,0,1,0,0,0,0,0,0,0,0,0,0,28,"Friday","1120
Artisanon2ndApartments"
"4157",2016,1,1,696,3,"2021-07-08","1","321 
","https://www.equityapartments.com/los-angeles/koreatown/the-cleo-apartments","2021-07-08","Balcony
                        

                            Upgraded Kitchen Features
                        

                            View of San Gabriel Mountains","The Cleo Apartments","345 S. Alexandria Avenue

Los Angeles CA 90020","Los Angeles",92,0,0,0,0,1,0,0,0,0,0,0,0,0,"Friday","1321
TheCleoApartments"
"4158",1940,0,1,515,3,"2021-07-08","1","320 
","https://www.equityapartments.com/los-angeles/west-hollywood/vantage-apartments","2021-07-08","Juliet Balcony
                        

                            Renovated
                        

                            View - Courtyard
                        

                            Washer/Dryer In Unit","Vantage Hollywood Apartments","1710 N Fuller Ave

Los Angeles CA 90046","Los Angeles",298,0,0,0,0,1,0,0,0,0,0,1,0,0,"Friday","1320
VantageHollywoodApartments"
"4159",2121,1,1,718,2,"2021-07-08","01","W0216","https://www.equityapartments.com/los-angeles/glendale/prado-apartments","2021-07-08","Renovated
                        

                            Southern Exposure
                        

                            Spacious Linen Closet
                        

                            View of Landscaped Courtyard","Prado Apartments","201 W. Fairview

Glendale CA 91202","Los Angeles",264,0,1,0,0,0,0,0,0,0,0,1,0,0,"Friday","01W0216PradoApartments"
"4160",2753,1,1,762,2,"2021-07-30","2","220 
","https://www.equityapartments.com/los-angeles/west-los-angeles/altitude-apartments","2021-07-08","Balcony
                        

                            Hard Surface Flooring
                        

                            Jack & Jill Bath
                        

                            Linen Closet
                        

                            Non-Smoking Apartment
                        

                            Pantry Closet
                        

                            Walk-in Closet","Altitude Apartments","5900 Center Dr

Los Angeles CA 90045","Los Angeles",545,0,0,0,0,1,1,0,0,0,0,0,0,22,"Friday","2220
AltitudeApartments"
"4161",2466,1,1,765,2,"2021-07-08","2","2201","https://www.equityapartments.com/los-angeles/el-segundo/pacific-place-apartments","2021-07-08","Balcony
                        

                            Eastern Exposure","Pacific Place Apartments","5211 Pacific Concourse Dr

Los Angeles CA 90045","Los Angeles",430,0,0,1,0,1,0,0,0,0,0,0,0,0,"Friday","22201PacificPlaceApartments"
"4162",2514,1,1,735,2,"2021-07-23","2","2233","https://www.equityapartments.com/los-angeles/el-segundo/pacific-place-apartments","2021-07-08","Additional Storage on Balcony
                        

                            Balcony","Pacific Place Apartments","5211 Pacific Concourse Dr

Los Angeles CA 90045","Los Angeles",430,0,0,0,0,1,0,0,0,0,0,0,0,15,"Friday","22233PacificPlaceApartments"
"4163",2814,1,1,613,5,NA,"1","501 
","https://www.equityapartments.com/los-angeles/sawtelle/c-on-pico-apartments","2021-07-08","9+ ft Ceilings
                        

                            Corner Unit
                        

                            Eastern Exposure
                        

                            End Unit
                        

                            Hard Surface Flooring
                        

                            Kitchen Appl-Stainless
                        

                            Private Rooftop Deck - LG
                        

                            Smart Home
                        

                            Southern Exposure
                        

                            View - City Skyline","
C on Pico Apartments","12301 W Pico Blvd

Los Angeles CA 90064","Los Angeles",94,0,1,1,0,0,0,0,1,0,1,0,0,NA,"Friday","1501

ConPicoApartments"
"4164",2975,2,2,891,1,"2021-07-08","001","104 
","https://www.equityapartments.com/los-angeles/long-beach/hathaway-apartments","2021-07-08","Covered Reserved Tandem Parking Spaces
                        

                            Eastern Exposure
                        

                            Energy Efficient Refrigerator
                        

                            Gas Fireplace
                        

                            Hard Surface Flooring
                        

                            Hardwood Floor - Bedroom
                        

                            Northern Exposure
                        

                            Renovated","Hathaway Apartments","3500 Hathaway Ave.

Long Beach CA 90815","Los Angeles",385,1,0,1,0,0,0,1,0,0,0,1,0,0,"Friday","001104
HathawayApartments"
"4165",2201,1,1,620,2,"2021-07-14","009","229 
","https://www.equityapartments.com/los-angeles/valencia/skycrest-apartments","2021-07-08","Garage - Detached
                        

                            Hardwood Floor - Bedroom
                        

                            Renovated
                        

                            Smart Home
                        

                            Southern Exposure
                        

                            Western Exposure
                        

                            Wood-style Flooring","Skycrest Apartments","27800 N. McBean Parkway

Valencia CA 91354","Los Angeles",264,0,1,0,1,0,0,0,0,0,0,1,0,6,"Friday","009229
SkycrestApartments"
"4166",2140,1,1,750,2,"2021-07-30","015","214 
","https://www.equityapartments.com/los-angeles/oak-park/oak-park-apartment-homes","2021-07-08","Northern Exposure
                        

                            Vaulted Ceiling
                        

                            Western Exposure","Oak Park Apartment Homes","5325 Oak Park Lane

Oak Park CA 91377","Los Angeles",444,1,0,0,1,0,0,0,0,0,0,0,0,22,"Friday","015214
OakParkApartmentHomes"
"4167",2646,2,2,1000,2,"2021-08-06","038","174 
","https://www.equityapartments.com/los-angeles/oak-park/oak-park-apartment-homes","2021-07-08","Gas Fireplace
                        

                            Northern Exposure
                        

                            Unit In Phase 2
                        

                            Vaulted Ceiling
                        

                            Western Exposure","Oak Park Apartment Homes","5325 Oak Park Lane

Oak Park CA 91377","Los Angeles",444,1,0,0,1,0,0,1,0,0,0,0,0,29,"Friday","038174
OakParkApartmentHomes"
"4168",2323,1,1,861,1,"2021-07-22","12","7122","https://www.equityapartments.com/inland-empire/ontario/vintage-apartments","2021-07-08","Hard Surface Flooring
                        

                            Hardwood Floor - Bedroom
                        

                            Western Exposure","Vintage Apartments","955 N Duesenberg Drive

Ontario CA 91764","Inland Empire",300,0,0,0,1,0,0,0,0,0,0,0,0,14,"Friday","127122VintageApartments"
"4169",2379,1,1,828,4,"2021-08-11","002","B415","https://www.equityapartments.com/orange-county/irvine/toscana-apartments","2021-07-08","Eastern Exposure
                        

                            Fireplace
                        

                            Parking - Reserved
                        

                            W/D Full Stacked","Toscana Apartments","35 Via Lucca

Irvine CA 92612","Orange County",563,0,0,1,0,0,0,1,0,0,0,0,0,34,"Friday","002B415ToscanaApartments"
"4170",2398,1,1,668,3,"2021-07-30","1","319 
","https://www.equityapartments.com/orange-county/fullerton/city-pointe-apartments","2021-07-08","Northern Exposure
                        

                            Renovated
                        

                            View of Community Courtyard
                        

                            View of Sparkling Pool","City Pointe Apartments","130 East Chapman Ave

Fullerton CA 92832","Orange County",183,1,0,0,0,0,0,0,0,0,0,1,0,22,"Friday","1319
CityPointeApartments"
"4171",2897,2,2,918,1,"2021-07-15","547","187 
","https://www.equityapartments.com/san-diego/sabre-springs/ridgewood-village-apartments","2021-07-08","9 Foot Ceilings
                        

                            Northern Exposure
                        

                            Parking - Reserved
                        

                            Private Outdoor Patio
                        

                            Unit In Phase 1
                        

                            View of Community Courtyard
                        

                            Vinyl Plank - Bedroom(s)
                        

                            Western Exposure
                        

                            Wood-style Flooring","Ridgewood Village Apartments","12435 Heatherton Court

San Diego CA 92128","San Diego",408,1,0,0,1,0,0,0,0,0,0,0,0,7,"Friday","547187
RidgewoodVillageApartments"
"4172",2630,1,1,761,1,"2021-08-12","016","1614","https://www.equityapartments.com/san-diego/rancho-penasquitos/montierra-apartments","2021-07-08","Controlled Access
                        

                            Eastern Exposure
                        

                            Open Front Patio
                        

                            Parking - Reserved
                        

                            Southern Exposure
                        

                            Western Exposure
                        

                            Wood-style Flooring in Bedroom
                        

                            Wood-style Flooring in Living Room","
Montierra Apartments","9904 Kika Court

San Diego CA 92129","San Diego",272,0,1,1,1,0,0,0,0,0,0,0,0,35,"Friday","0161614
MontierraApartments"
"4173",3639,3,2,1158,1,"2021-07-22","674","1602","https://www.equityapartments.com/san-diego/rancho-bernardo/deerwood-sd-apartments","2021-07-08","Deep Oval Soaking Tub
                        

                            Hard Surface Flooring - Common Area
                        

                            Large Private Patio
                        

                            Northern Exposure
                        

                            Parking - Reserved
                        

                            Stainless Steel Appliance
                        

                            Western Exposure","Deerwood Apartments","15640 Bernardo Center Dr.

San Diego CA 92127","San Diego",316,1,0,0,1,0,0,0,0,0,1,0,0,14,"Friday","6741602DeerwoodApartments"
"4174",2060,1,1,571,4,"2021-07-16","1","406 
","https://www.equityapartments.com/seattle/capitiol-hill/the-pearl-apartments-capitol-hill","2021-07-07","Smart Home
                            

                                View - Mountain","The Pearl Apartments","1530 15th Ave

Seattle WA 98122","Seattle",80,0,0,0,0,0,0,0,0,0,0,0,0,9,"Sunday","1406
ThePearlApartments"
"4175",1965,1,1,608,5,"2021-07-14","1","529 
","https://www.equityapartments.com/seattle/first-hill/saxton-apartments","2021-07-07","Ceiling Fan
                            

                                Eastern Exposure
                            

                                Entry Closet
                            

                                Full-size W/D Stacked","Saxton Apartments","520 Terry Avenue

Seattle WA 98104","Seattle",325,0,0,1,0,0,0,0,0,0,0,0,0,7,"Sunday","1529
SaxtonApartments"
"4176",1211,0,1,486,2,"2021-07-08","001","216 
","https://www.equityapartments.com/seattle/capitol-hill/three20-apartments","2021-07-07","Eastern Exposure
                            

                                Income Restrictions Apply","Three20 Apartments","320 East Pine

Seattle WA 98122","Seattle",134,0,0,1,0,0,0,0,0,0,0,0,0,1,"Sunday","001216
Three20Apartments"
"4177",1620,1,1,726,2,"2021-07-07","001","217 
","https://www.equityapartments.com/seattle/capitol-hill/three20-apartments","2021-07-07","Income Restrictions Apply
                            

                                View of Seattle Skyline","Three20 Apartments","320 East Pine

Seattle WA 98122","Seattle",134,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sunday","001217
Three20Apartments"
"4178",1744,1,1,650,1,"2021-07-20","001","108 
","https://www.equityapartments.com/seattle/first-hill/seventh-and-james-apartments","2021-07-07","Balcony
                            

                                Ceiling Fan
                            

                                Fireplace in the Living Room","Seventh and James Apartments","600 7th Avenue

Seattle WA 98104","Seattle",96,0,0,0,0,1,0,1,0,0,0,0,0,13,"Sunday","001108
SeventhandJamesApartments"
"4179",1875,0,1,485,4,"2021-07-30","1","441 
","https://www.equityapartments.com/seattle/downtown-bellevue/venn-at-main-apartments","2021-07-07",NA,"Venn at Main Apartments","10333 NE 1st St.

Bellevue WA 98004","Seattle",350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"Sunday","1441
VennatMainApartments"
"4180",2220,1,1,621,3,"2021-08-03","1","306 
","https://www.equityapartments.com/seattle/downtown-bellevue/venn-at-main-apartments","2021-07-07",NA,"Venn at Main Apartments","10333 NE 1st St.

Bellevue WA 98004","Seattle",350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"Sunday","1306
VennatMainApartments"
"4181",1758,0,1,465,5,"2021-07-30","002","513 
","https://www.equityapartments.com/seattle/belltown/centennial-tower-and-court-apartments","2021-07-07","Eastern Exposure
                            

                                Mid Rise Phase","Centennial Tower and Court Apartments","2515 Fourth Ave

Seattle WA 98121","Seattle",408,0,0,1,0,0,0,0,0,0,0,0,0,23,"Sunday","002513
CentennialTowerandCourtApartments"
"4182",4100,2,2,1695,7,"2021-07-27","001","709 
","https://www.equityapartments.com/seattle/uptown/metro-on-first-apartments","2021-07-07","Balcony
                            

                                View of Elliott Bay","Metro on First Apartments","215 First Avenue West

Seattle WA 98119","Seattle",102,0,0,0,0,1,0,0,0,0,0,0,0,20,"Sunday","001709
MetroonFirstApartments"
"4183",1989,1,1,771,5,"2021-07-07","01","0517","https://www.equityapartments.com/seattle/uptown/harrison-square-apartments","2021-07-07","Balcony
                            

                                Eastern Exposure
                            

                                Fireplace
                            

                                Stainless Steel Appliances","Harrison Square Apartments","312 Second Ave. West

Seattle WA 98119","Seattle",166,0,0,1,0,1,0,1,0,0,1,0,0,0,"Sunday","010517HarrisonSquareApartments"
"4184",1555,0,1,486,2,"2021-07-13","E","249 
","https://www.equityapartments.com/seattle/north-seattle/lane-apartments","2021-07-07","East Building
                            

                                Entry Closet
                            

                                Linen Storage
                            

                                Northern Exposure
                            

                                Stacked Washer and Dryer","
Lane Apartments","10720 5th Ave NE

Seattle WA 98125","Seattle",217,1,0,0,0,0,0,0,0,0,0,0,0,6,"Sunday","E249

LaneApartments"
"4185",1570,1,1,633,4,"2021-09-01","W","428 
","https://www.equityapartments.com/seattle/north-seattle/lane-apartments","2021-07-07","Affordable - Income Restrictions Apply
                            

                                Entry Closet
                            

                                Juliet Balcony
                            

                                Kitchen Island
                            

                                Linen Storage
                            

                                Southern Exposure
                            

                                Stacked Washer and Dryer
                            

                                Walk-In Bedroom Closet
                            

                                West Building","
Lane Apartments","10720 5th Ave NE

Seattle WA 98125","Seattle",217,0,1,0,0,1,0,0,0,1,0,0,0,56,"Sunday","W428

LaneApartments"
"4186",1809,1,1,640,1,"2021-07-22","F","02 
","https://www.equityapartments.com/seattle/redmond/redmond-court-apartments","2021-07-07","Extra Storage on Patio
                            

                                Garden/Terrace Level
                            

                                Renovated
                            

                                View of Community Courtyard","Redmond Court Apartments","14629 N.E. 37th Pl.

Bellevue WA 98007","Seattle",206,0,0,0,0,0,0,0,0,0,0,1,0,15,"Sunday","F02
RedmondCourtApartments"
"4187",2969,1,1,853,6,"2021-07-07","001","605 
","https://www.equityapartments.com/washington-dc/georgetown/2400-m-apartments","2021-07-07","Alcove for Office or Storage
                        

                            Balcony
                        

                            Overlooks Landscaped Courtyard
                        

                            Southern Exposure","
2400 M Apartments","2400 M Street NW

Washington DC 20037","Washington DC",359,0,1,0,0,1,0,0,0,0,0,0,1,0,"Sunday","001605

2400MApartments"
"4188",2631,2,1,915,8,"2021-07-07","01","0806","https://www.equityapartments.com/arlington/crystal-city/water-park-towers-apartments","2021-07-07","Balcony
                        

                            Eastern Exposure
                        

                            Renovated","Water Park Towers Apartments","1501 Crystal Dr.

Arlington VA 22202","Washington DC",362,0,0,1,0,1,0,0,0,0,0,1,0,0,"Sunday","010806WaterParkTowersApartments"
